year,country,region,food_security_risk_score,avg_drought_index,avg_heatwave_days,avg_crop_loss_percent,food_security_risk_level
2026,Argentina,South America,56.258918918918916,60.16027027027027,1.3243243243243243,39.913513513513514,High
2026,Australia,Oceania,59.5152027027027,72.08885135135135,6.554054054054054,41.03418918918919,High
2026,Bangladesh,South Asia,60.12405405405406,56.61898648648649,5.155405405405405,44.076283783783786,High
2026,Brazil,South America,59.12141891891891,60.384662162162165,3.8716216216216215,42.49952702702703,High
2026,Canada,North America,53.116283783783786,56.098040540540545,0.11486486486486487,37.99554054054054,Moderate
2026,China,East Asia,56.90067567567567,60.41283783783784,0.7297297297297297,40.77905405405406,High
2026,Colombia,South America,60.89304054054054,64.58837837837838,5.027027027027027,43.3456081081081,High
2026,Egypt,North Africa,59.20878378378378,71.75527027027027,6.783783783783784,40.833175675675676,High
2026,Ethiopia,East Africa,61.18412162162162,62.509594594594596,4.702702702702703,43.865405405405404,High
2026,France,Western Europe,56.63986486486487,59.33581081081081,1.0135135135135136,40.63560810810811,High
2026,Germany,Western Europe,57.03567567567568,61.55175675675675,0.581081081081081,40.33560810810811,High
2026,Ghana,West Africa,59.21695945945946,62.61027027027027,4.885135135135135,42.031621621621625,High
2026,India,South Asia,60.8,62.730472972972976,4.094594594594595,43.572162162162165,High
2026,Indonesia,Southeast Asia,58.6222972972973,56.651891891891886,4.79054054054054,42.75655405405406,High
2026,Iran,West Asia,59.423986486486484,72.46777027027026,6.722972972972973,40.87891891891892,High
2026,Italy,Southern Europe,56.83871621621621,59.77925675675676,1.114864864864865,40.53689189189189,High
2026,Kenya,East Africa,60.81324324324325,61.940540540540546,4.243243243243243,43.90067567567568,High
2026,Mexico,North America,62.884121621621624,72.22222972972972,15.70945945945946,44.195,High
2026,Morocco,North Africa,60.12560810810811,69.80844594594595,6.533783783783784,42.053243243243244,High
2026,New Zealand,Oceania,58.237229729729734,59.488445945945955,1.195945945945946,41.95628378378378,High
2026,Nigeria,West Africa,61.3772972972973,62.84540540540541,5.135135135135135,44.33175675675676,High
2026,Pakistan,South Asia,59.17993243243243,72.11966216216216,8.067567567567568,40.91155405405405,High
2026,Papua New Guinea,Oceania,59.31716216216216,55.85412162162162,4.45945945945946,43.520135135135135,High
2026,South Africa,Southern Africa,58.699121621621615,71.35385135135135,6.29054054054054,40.215202702702705,High
2026,Spain,Southern Europe,57.23425675675676,62.46155405405405,1.0337837837837838,40.62885135135135,High
2026,Thailand,Southeast Asia,61.22459459459459,63.87141891891891,4.472972972972973,43.74648648648648,High
2026,Turkey,West Asia,55.97668918918919,58.97385135135134,0.8851351351351351,39.75972972972973,High
2026,USA,North America,58.25547297297297,61.542094594594595,0.7635135135135135,41.83128378378378,High
2026,Ukraine,Eastern Europe,56.675337837837844,62.148716216216215,0.777027027027027,39.78074324324324,High
2026,Vietnam,Southeast Asia,59.46648648648648,55.57513513513514,5.608108108108108,43.69358108108108,High
2029,Argentina,South America,55.75763513513513,59.908648648648644,1.1689189189189189,39.62844594594595,High
2029,Australia,Oceania,60.13263513513513,72.71932432432432,6.168918918918919,41.62885135135135,High
2029,Bangladesh,South Asia,58.32432432432432,54.332702702702704,4.871621621621622,42.7168918918919,High
2029,Brazil,South America,60.310743243243245,62.61006756756756,4.445945945945946,43.207770270270274,High
2029,Canada,North America,53.30067567567568,56.034121621621615,0.2972972972972973,38.445810810810805,Moderate
2029,China,East Asia,56.072162162162165,61.32797297297298,1.277027027027027,39.7927027027027,High
2029,Colombia,South America,61.39364864864865,63.17412162162162,4.8108108108108105,44.141351351351354,High
2029,Egypt,North Africa,59.33155405405405,71.59317567567568,8.33108108108108,40.87898648648649,High
2029,Ethiopia,East Africa,61.105405405405406,62.027770270270274,4.527027027027027,44.08493243243243,High
2029,France,Western Europe,57.25364864864866,60.78682432432433,1.0675675675675675,40.93418918918919,High
2029,Germany,Western Europe,57.43655405405406,63.14168918918919,1.0337837837837838,40.523648648648646,High
2029,Ghana,West Africa,61.447297297297304,62.53695945945945,4.662162162162162,44.44202702702703,High
2029,India,South Asia,60.68277027027027,63.806756756756755,4.364864864864865,43.36844594594594,High
2029,Indonesia,Southeast Asia,58.855405405405406,54.41905405405406,4.554054054054054,43.369662162162165,High
2029,Iran,West Asia,59.10108108108108,73.32554054054054,6.614864864864865,40.58635135135135,High
2029,Italy,Southern Europe,56.72513513513513,61.51391891891892,0.8851351351351351,40.14202702702703,High
2029,Kenya,East Africa,61.11310810810811,62.55635135135135,3.945945945945946,44.119527027027026,High
2029,Mexico,North America,62.09371621621622,70.87966216216216,15.5,43.90817567567567,High
2029,Morocco,North Africa,59.763513513513516,70.71371621621621,7.027027027027027,41.641824324324325,High
2029,New Zealand,Oceania,58.22533783783784,62.126824324324325,1.0067567567567568,41.590067567567566,High
2029,Nigeria,West Africa,60.44121621621621,61.87817567567567,4.108108108108108,43.520405405405405,High
2029,Pakistan,South Asia,59.80385135135135,72.5110135135135,7.20945945945946,41.273648648648646,High
2029,Papua New Guinea,Oceania,59.30047297297297,56.53695945945945,4.52027027027027,43.336824324324326,High
2029,South Africa,Southern Africa,59.890472972972965,71.30722972972973,7.135135135135135,41.655270270270265,High
2029,Spain,Southern Europe,56.611216216216214,59.51331081081081,0.9121621621621622,40.42594594594595,High
2029,Thailand,Southeast Asia,60.08567567567568,59.884729729729735,5.0675675675675675,43.402567567567566,High
2029,Turkey,West Asia,57.88905405405406,62.44695945945946,1.5337837837837838,41.153851351351356,High
2029,USA,North America,56.346081081081074,62.428513513513515,0.6891891891891891,39.78709459459459,High
2029,Ukraine,Eastern Europe,58.04594594594594,62.47837837837837,1.3243243243243243,41.33810810810811,High
2029,Vietnam,Southeast Asia,59.80378378378378,54.762702702702704,4.871621621621622,44.1179054054054,High
2030,Argentina,South America,56.766283783783784,62.101351351351354,1.277027027027027,39.995067567567574,High
2030,Australia,Oceania,59.58986486486486,71.1,5.925675675675675,41.37121621621621,High
2030,Bangladesh,South Asia,59.16128378378379,54.38891891891892,5.148648648648648,43.630067567567565,High
2030,Brazil,South America,60.97135135135135,62.377432432432435,4.763513513513513,43.77439189189189,High
2030,Canada,North America,53.7747972972973,56.88256756756757,0.08783783783783784,38.487972972972976,Moderate
2030,China,East Asia,57.48662162162162,61.58054054054054,1.2905405405405406,40.939527027027026,High
2030,Colombia,South America,60.094189189189194,64.55533783783784,5.79054054054054,42.611554054054054,High
2030,Egypt,North Africa,61.03682432432433,74.6156081081081,8.162162162162161,42.197094594594596,High
2030,Ethiopia,East Africa,60.07189189189189,60.84837837837838,4.716216216216216,43.31641891891892,High
2030,France,Western Europe,57.20290540540541,62.46074324324324,1.0945945945945945,40.54385135135135,High
2030,Germany,Western Europe,57.86567567567568,62.79466216216217,1.5405405405405406,41.16864864864865,High
2030,Ghana,West Africa,60.07912162162162,62.79925675675675,4.777027027027027,43.042567567567566,High
2030,India,South Asia,61.34452702702703,63.24864864864865,4.918918918918919,44.28472972972973,High
2030,Indonesia,Southeast Asia,60.667432432432435,56.20297297297298,4.1824324324324325,44.64628378378378,High
2030,Iran,West Asia,59.009594594594596,72.53689189189188,7.101351351351352,40.6625,High
2030,Italy,Southern Europe,55.59513513513514,59.593986486486486,1.277027027027027,39.407229729729735,High
2030,Kenya,East Africa,61.27513513513513,63.15641891891892,4.8108108108108105,44.263851351351356,High
2030,Mexico,North America,62.31121621621621,73.84878378378379,15.682432432432432,43.50094594594595,High
2030,Morocco,North Africa,60.15844594594595,72.9370945945946,6.9324324324324325,41.52108108108108,High
2030,New Zealand,Oceania,56.83709459459459,61.58554054054054,1.662162162162162,40.32736486486486,High
2030,Nigeria,West Africa,59.98817567567568,61.79912162162162,4.425675675675675,43.0293918918919,High
2030,Pakistan,South Asia,60.20155405405406,71.44371621621622,8.06081081081081,41.87493243243243,High
2030,Papua New Guinea,Oceania,58.17641891891892,54.17527027027027,5.0,42.6,High
2030,South Africa,Southern Africa,60.069527027027036,71.21236486486487,6.277027027027027,41.932567567567574,High
2030,Spain,Southern Europe,57.02412162162162,61.02993243243243,1.3243243243243243,40.77378378378378,High
2030,Thailand,Southeast Asia,61.24141891891892,63.13560810810811,3.9594594594594597,43.946824324324325,High
2030,Turkey,West Asia,56.817567567567565,60.51060810810811,2.0,40.46331081081081,High
2030,USA,North America,57.012229729729725,60.005675675675676,1.0472972972972974,40.85493243243243,High
2030,Ukraine,Eastern Europe,57.523513513513514,61.001554054054054,1.3310810810810811,41.08216216216216,High
2030,Vietnam,Southeast Asia,58.68682432432432,54.721756756756754,3.972972972972973,43.12101351351351,High
2032,Argentina,South America,57.95202702702702,61.34317567567568,0.75,41.388581081081085,High
2032,Australia,Oceania,59.72391891891891,74.25945945945946,8.486486486486486,41.031891891891895,High
2032,Bangladesh,South Asia,58.38945945945945,55.15405405405406,4.8108108108108105,42.700067567567565,High
2032,Brazil,South America,60.38168918918919,61.590067567567566,4.216216216216216,43.33331081081081,High
2032,Canada,North America,54.66844594594595,59.376486486486485,0.14189189189189189,38.65101351351352,Moderate
2032,China,East Asia,57.03263513513514,62.64702702702703,1.5472972972972974,40.443445945945946,High
2032,Colombia,South America,60.91486486486486,63.31783783783784,4.635135135135135,43.64074324324324,High
2032,Egypt,North Africa,60.818378378378384,72.54027027027027,8.054054054054054,42.181554054054054,High
2032,Ethiopia,East Africa,60.75405405405406,61.489594594594585,5.04054054054054,43.902905405405406,High
